RH2M,T2MDEW,QV2M,T2MWET,PS,PSC,TS,T2M_MAX,T2M_MIN,ALLSKY_SFC_UV_INDEX,WS50M,WD50M,WSC,LATITUDE,LONGITUDE,Target_Rain
84,20.7,15.43,20.5,1001.5,1002.7,25.2,27.5,19.8,2.9,12.69,23,3.29,19.08,83.81,0
79,19.8,14.57,19.6,1003.0,1004.2,25.3,28.7,20.2,4.46,14.04,343,3.64,19.08,83.81,0
77,19.2,14.09,19.1,1004.3,1005.5,25.2,29.2,19.3,3.91,11.74,344,3.04,19.08,83.81,0
82,19.8,14.54,19.6,1006.0,1007.2,24.7,26.6,20.7,2.82,13.1,335,3.39,19.08,83.81,1
78,19.0,13.9,18.9,1006.4,1007.6,24.8,28.4,19.0,4.57,9.45,315,2.45,19.08,83.81,0
82,20.0,14.81,19.9,1006.0,1007.2,25.0,28.8,19.7,4.48,10.12,345,2.62,19.08,83.81,0
77,18.4,13.48,18.4,1006.4,1007.6,24.5,28.3,19.3,4.59,13.5,341,3.5,19.08,83.81,0
76,16.7,12.21,16.8,1005.7,1006.9,23.1,27.2,17.2,4.54,10.8,342,2.8,19.08,83.81,0
72,15.2,11.22,15.5,1005.1,1006.3,22.6,26.0,16.3,4.29,8.91,356,2.31,19.08,83.81,0
74,15.5,11.25,15.5,1005.2,1006.4,22.2,25.7,16.5,4.25,9.59,328,2.48,19.08,83.81,0
72,13.9,10.34,14.2,1005.8,1007.0,21.3,26.3,13.8,4.72,12.82,356,3.32,19.08,83.81,0
68,12.6,9.46,12.9,1006.0,1007.2,20.8,26.4,13.0,4.91,14.58,6,3.78,19.08,83.81,0
69,13.7,10.03,13.8,1005.6,1006.8,21.5,27.5,13.1,4.85,13.1,5,3.39,19.08,83.81,0
69,13.6,10.15,14.0,1006.2,1007.4,21.7,26.0,16.0,4.83,10.8,9,2.8,19.08,83.81,0
63,10.3,8.28,11.0,1006.6,1007.8,19.9,24.5,13.2,4.9,15.8,32,4.1,19.08,83.81,0
59,8.8,7.32,9.3,1006.0,1007.2,19.0,23.9,11.8,5.0,11.07,17,2.87,19.08,83.81,0
56,8.8,7.23,9.3,1004.4,1005.6,19.6,25.0,14.3,4.95,12.42,72,3.22,19.08,83.81,0
63,11.3,8.78,11.9,1003.9,1005.1,20.8,27.0,14.7,4.89,12.56,200,3.26,19.08,83.81,0
73,14.2,10.71,14.7,1003.7,1004.9,21.6,27.6,15.3,4.83,14.44,180,3.74,19.08,83.81,0
81,16.9,12.34,16.9,1004.0,1005.2,22.2,27.4,16.1,4.05,12.28,216,3.18,19.08,83.81,0
80,18.4,13.59,18.5,1005.5,1006.7,24.0,28.3,17.9,3.98,13.64,205,3.53,19.08,83.81,0
81,18.6,13.67,18.6,1006.4,1007.6,23.9,28.2,18.6,3.99,16.2,181,4.2,19.08,83.81,0
83,18.6,13.76,18.7,1005.7,1006.9,23.6,28.0,17.6,4.15,18.76,185,4.86,19.08,83.81,0
84,18.5,13.51,18.4,1005.9,1007.1,23.1,27.5,18.3,4.13,16.07,270,4.16,19.08,83.81,0
76,17.4,12.72,17.5,1008.2,1009.4,23.8,27.3,18.1,4.25,14.04,328,3.64,19.08,83.81,0
70,16.3,11.77,16.4,1008.7,1009.9,23.9,28.1,17.0,4.69,13.1,338,3.39,19.08,83.81,0
71,15.1,11.1,15.4,1008.4,1009.6,22.7,27.6,16.3,4.78,11.34,349,2.94,19.08,83.81,0
65,14.1,10.49,14.7,1006.9,1008.1,23.2,27.3,15.8,4.78,12.02,10,3.12,19.08,83.81,0
72,14.3,10.67,14.7,1006.0,1007.2,21.8,26.6,14.7,4.9,14.72,184,3.82,19.08,83.81,0
75,15.3,11.25,15.5,1006.2,1007.4,22.0,27.5,14.7,4.85,16.74,190,4.34,19.08,83.81,0
73,14.8,11.23,15.5,1005.9,1007.1,22.4,28.5,15.2,4.82,14.18,171,3.68,19.08,83.81,0
75,15.8,11.84,16.3,1005.2,1006.4,22.8,28.8,16.4,4.79,15.26,186,3.96,19.08,83.81,0
74,15.7,11.89,16.4,1005.6,1006.8,23.1,29.1,16.9,4.7,16.34,181,4.23,19.08,83.81,0
73,14.8,11.3,15.6,1005.8,1007.0,22.5,28.8,16.1,4.9,13.23,177,3.43,19.08,83.81,0
71,15.1,11.42,15.8,1003.8,1005.0,23.1,28.9,16.6,4.96,13.64,171,3.53,19.08,83.81,0
77,17.5,13.02,17.8,1004.4,1005.6,23.9,28.9,16.9,4.44,9.86,156,2.55,19.08,83.81,0
77,17.7,13.18,18.0,1004.1,1005.3,24.1,28.9,18.3,4.47,23.49,224,6.09,19.08,83.81,0
87,18.2,13.01,17.8,1004.3,1005.5,21.9,23.6,18.2,3.13,11.21,329,2.9,19.08,83.81,1
88,18.3,13.24,18.1,1004.2,1005.4,22.0,25.4,18.2,3.54,15.52,353,4.02,19.08,83.81,1
86,18.6,13.52,18.4,1003.7,1004.9,22.7,26.5,18.8,4.02,13.77,246,3.57,19.08,83.81,1
84,18.1,13.11,17.9,1004.6,1005.8,22.6,25.7,18.0,3.82,11.88,330,3.08,19.08,83.81,0
75,16.4,11.89,16.4,1006.4,1007.6,22.9,26.8,17.4,4.84,11.74,339,3.04,19.08,83.81,0
77,15.7,11.47,15.8,1007.4,1008.6,21.9,26.1,16.4,5.03,13.9,20,3.6,19.08,83.81,0
64,11.9,9.24,12.7,1005.7,1006.9,21.4,25.6,14.8,5.3,9.72,7,2.52,19.08,83.81,0
68,13.0,9.73,13.3,1003.5,1004.7,21.2,26.2,16.1,5.25,9.18,295,2.38,19.08,83.81,0
73,15.3,11.21,15.4,1001.1,1002.3,22.3,27.2,15.0,5.05,11.34,150,2.94,19.08,83.81,0
80,17.2,12.77,17.4,1000.2,1001.4,22.9,28.1,17.3,3.97,15.26,191,3.96,19.08,83.81,0
68,14.8,11.33,15.7,999.2,1000.4,23.6,29.1,16.1,5.31,14.72,351,3.82,19.08,83.81,0
79,17.7,13.02,17.7,999.1,1000.3,23.4,29.0,17.1,4.02,21.87,195,5.67,19.08,83.81,0
76,17.4,12.91,17.6,999.6,1000.8,23.9,27.5,17.7,4.63,9.59,18,2.48,19.08,83.81,0
71,15.9,12.04,16.6,1000.7,1001.9,23.9,27.7,18.4,5.27,11.88,39,3.08,19.08,83.81,0
67,14.9,11.0,15.3,1001.8,1003.0,23.4,28.1,16.5,5.26,16.6,33,4.3,19.08,83.81,0
59,11.1,8.75,12.1,1003.6,1004.8,21.8,27.2,15.1,5.48,18.5,21,4.79,19.08,83.81,0
61,10.1,8.23,11.0,1005.1,1006.3,20.3,25.9,13.1,5.58,15.39,17,3.99,19.08,83.81,0
56,8.2,7.55,10.0,1005.5,1006.7,20.3,26.6,11.8,5.71,12.15,14,3.15,19.08,83.81,0
58,10.7,8.4,11.5,1003.1,1004.3,21.4,27.8,13.7,5.63,11.48,99,2.97,19.08,83.81,0
70,13.9,10.74,14.8,1002.0,1003.2,22.3,29.1,15.3,5.61,14.04,158,3.64,19.08,83.81,0
71,14.9,11.6,16.0,1000.9,1002.1,23.3,30.7,16.2,5.26,20.52,96,5.32,19.08,83.81,0
70,15.6,12.07,16.7,1002.0,1003.2,24.2,30.7,16.6,5.51,15.8,197,4.1,19.08,83.81,0
73,17.4,13.15,18.0,1001.3,1002.5,24.9,31.0,18.2,4.83,30.38,175,7.87,19.08,83.81,0
74,17.9,13.37,18.2,998.9,1000.1,24.9,29.7,19.0,4.17,26.86,186,6.96,19.08,83.81,0
57,10.1,8.9,12.5,1002.0,1003.2,22.6,28.0,15.1,5.89,13.9,26,3.6,19.08,83.81,0
56,10.8,8.71,12.3,1005.0,1006.2,22.6,28.4,14.7,5.85,19.58,298,5.07,19.08,83.81,0
70,15.5,11.82,16.4,1004.5,1005.7,23.9,30.1,16.4,5.67,24.7,112,6.4,19.08,83.81,0
69,15.1,11.95,16.6,1003.5,1004.7,24.3,30.8,17.0,5.57,20.66,180,5.36,19.08,83.81,0
70,16.3,12.42,17.2,1003.8,1005.0,24.7,30.5,17.6,5.22,26.6,171,6.9,19.08,83.81,0
67,15.9,12.04,16.8,1003.1,1004.3,24.9,30.1,17.6,5.59,19.98,49,5.18,19.08,83.81,0
60,14.7,11.38,16.3,1003.2,1004.4,25.8,31.7,18.6,5.47,19.84,10,5.14,19.08,83.81,0
49,9.2,8.42,12.5,1003.3,1004.5,24.2,30.7,16.3,6.03,19.58,19,5.07,19.08,83.81,0
46,7.6,7.67,11.4,1002.3,1003.5,23.7,30.7,14.5,6.21,17.28,107,4.48,19.08,83.81,0
57,11.0,9.46,13.5,1002.0,1003.2,23.6,31.0,15.5,6.15,25.38,108,6.58,19.08,83.81,0
57,11.4,9.88,14.2,1001.6,1002.8,24.3,31.8,15.1,6.12,20.52,38,5.32,19.08,83.81,0
57,12.7,10.65,15.4,999.4,1000.6,25.5,33.1,16.4,5.99,22.41,125,5.81,19.08,83.81,0
60,14.7,11.7,16.7,999.3,1000.5,26.2,31.8,17.3,5.33,17.55,87,4.55,19.08,83.81,0
64,17.1,13.16,18.4,1000.9,1002.1,27.1,32.0,19.5,5.43,27.68,168,7.18,19.08,83.81,0
65,17.6,13.51,18.8,1002.0,1003.2,27.3,31.8,20.3,5.45,20.52,186,5.32,19.08,83.81,0
60,16.7,13.27,18.8,998.8,1000.0,28.3,34.6,20.9,4.63,17.55,204,4.55,19.08,83.81,0
54,13.8,11.45,16.9,999.0,1000.2,27.6,34.3,19.8,6.07,16.2,71,4.2,19.08,83.81,0
59,14.4,12.48,17.9,1002.2,1003.4,27.6,34.2,20.1,6.13,16.2,33,4.2,19.08,83.81,0
67,18.3,14.4,19.8,1005.0,1006.2,27.9,34.2,21.0,5.98,22.82,165,5.91,19.08,83.81,0
62,17.0,13.79,19.4,1005.2,1006.4,28.5,35.3,21.0,5.97,22.01,168,5.7,19.08,83.81,0
60,16.2,13.12,18.7,1004.5,1005.7,28.2,35.0,20.6,5.76,27.0,172,7.0,19.08,83.81,0
60,13.9,12.43,17.8,1005.2,1006.4,27.3,35.4,19.1,6.37,22.95,174,5.95,19.08,83.81,0
54,11.3,10.72,15.9,1004.9,1006.1,26.6,34.8,17.8,6.36,16.88,167,4.38,19.08,83.81,0
41,8.9,8.48,14.0,1003.8,1005.0,27.3,35.1,18.8,6.51,12.42,163,3.22,19.08,83.81,0
42,10.4,9.06,14.9,1003.9,1005.1,28.0,35.6,19.4,6.47,29.84,197,7.74,19.08,83.81,0
45,11.6,9.83,15.7,1003.7,1004.9,28.2,36.1,19.6,6.39,21.74,135,5.64,19.08,83.81,0
49,13.4,10.84,16.7,1003.5,1004.7,28.4,35.7,20.0,6.29,20.66,196,5.36,19.08,83.81,0
49,13.3,10.91,16.8,1003.1,1004.3,28.5,35.6,20.1,6.32,27.54,182,7.14,19.08,83.81,0
42,11.0,9.35,15.4,1002.0,1003.2,28.5,35.8,20.3,6.36,26.06,180,6.76,19.08,83.81,0
35,9.5,8.12,14.7,1001.6,1002.8,29.2,36.2,21.1,6.52,29.02,119,7.52,19.08,83.81,0
43,11.7,9.92,16.2,1001.9,1003.1,29.1,36.3,20.2,6.49,29.3,59,7.59,19.08,83.81,0
46,12.1,10.75,17.0,1001.2,1002.4,29.3,36.9,20.4,6.59,22.01,72,5.7,19.08,83.81,0
46,12.3,10.75,17.0,1000.9,1002.1,29.3,36.6,20.3,6.63,16.2,12,4.2,19.08,83.81,0
43,11.5,10.23,16.7,1000.4,1001.6,29.6,37.1,21.3,6.58,14.85,346,3.85,19.08,83.81,0
41,11.4,9.93,16.6,1000.1,1001.3,29.9,37.4,20.9,6.62,18.9,36,4.9,19.08,83.81,0
39,11.9,9.67,16.6,999.6,1000.8,30.3,37.1,21.9,6.37,18.09,90,4.69,19.08,83.81,0
38,10.7,9.47,16.5,999.9,1001.1,30.4,37.8,22.6,6.67,17.55,24,4.55,19.08,83.81,0
37,9.3,9.01,15.9,1000.0,1001.2,30.0,37.6,21.3,6.84,18.76,9,4.86,19.08,83.81,0
38,10.4,9.49,16.5,997.8,999.0,30.4,38.4,22.0,6.87,19.98,77,5.18,19.08,83.81,0
41,12.5,10.57,17.6,995.9,997.1,30.9,39.5,21.5,6.73,20.92,104,5.42,19.08,83.81,0
54,16.7,13.79,20.0,996.0,997.2,30.7,39.4,22.0,6.34,30.64,157,7.94,19.08,83.81,0
57,17.4,14.37,20.4,997.1,998.3,30.5,38.1,22.7,6.41,30.51,167,7.91,19.08,83.81,0
52,15.6,13.11,19.4,996.4,997.6,30.5,38.6,21.7,6.69,32.4,163,8.4,19.08,83.81,0
48,15.2,12.47,19.1,995.2,996.4,31.0,38.9,22.1,6.7,31.72,151,8.22,19.08,83.81,0
59,19.6,15.89,21.9,996.0,997.2,31.6,39.0,24.5,5.69,37.66,119,9.76,19.08,83.81,0
60,19.6,16.82,22.8,996.4,997.6,32.3,39.4,23.8,5.93,24.84,152,6.44,19.08,83.81,0
64,21.0,17.74,23.4,996.8,998.0,32.1,39.9,24.1,5.96,28.76,152,7.46,19.08,83.81,0
63,20.9,17.15,22.9,997.1,998.3,31.8,39.9,25.6,5.57,32.0,169,8.3,19.08,83.81,0
63,20.2,17.24,23.0,997.7,998.9,31.9,40.4,23.0,6.08,22.82,155,5.91,19.08,83.81,0
65,22.2,17.67,23.3,999.1,1000.3,31.8,39.6,25.1,5.17,32.4,157,8.4,19.08,83.81,0
58,19.9,16.98,23.2,998.8,1000.0,33.1,41.1,24.8,5.74,25.38,137,6.58,19.08,83.81,0
58,18.5,17.09,23.3,998.2,999.4,33.2,41.6,24.5,6.78,30.11,130,7.8,19.08,83.81,0
58,19.2,17.21,23.4,996.9,998.1,33.3,40.9,25.6,6.76,25.11,137,6.51,19.08,83.81,0
62,20.4,18.21,24.0,996.4,997.6,33.1,41.4,24.8,6.66,25.24,157,6.54,19.08,83.81,0
63,22.0,18.49,24.2,997.3,998.5,33.1,40.6,25.7,6.36,28.35,161,7.35,19.08,83.81,0
62,22.1,18.39,24.2,997.7,998.9,33.3,40.8,26.7,6.73,34.29,166,8.89,19.08,83.81,0
61,21.8,17.76,23.7,998.9,1000.1,33.0,39.2,25.4,6.34,24.44,161,6.34,19.08,83.81,0
60,20.3,17.48,23.5,998.2,999.4,33.0,40.6,25.3,6.41,27.0,152,7.0,19.08,83.81,0
63,21.7,18.02,23.8,999.6,1000.8,32.7,39.5,26.3,6.25,31.32,163,8.12,19.08,83.81,0
60,21.6,17.52,23.6,1001.4,1002.6,33.1,39.3,26.6,6.47,26.6,166,6.9,19.08,83.81,0
61,21.4,17.41,23.4,1001.4,1002.6,32.7,39.2,26.6,6.36,26.73,164,6.93,19.08,83.81,0
60,20.3,16.94,23.0,1000.6,1001.8,32.5,39.3,24.8,6.63,23.62,165,6.12,19.08,83.81,0
57,18.7,15.73,22.0,999.6,1000.8,32.1,39.5,23.2,6.85,23.49,171,6.09,19.08,83.81,0
61,21.4,17.37,23.3,998.4,999.6,32.6,38.7,25.0,6.53,20.92,167,5.42,19.08,83.81,0
62,21.9,17.87,23.7,997.5,998.7,32.8,39.4,26.5,6.54,25.92,169,6.72,19.08,83.81,0
62,21.9,17.68,23.5,996.8,998.0,32.6,38.7,25.2,6.47,19.58,165,5.07,19.08,83.81,0
61,21.6,17.5,23.4,996.3,997.5,32.7,38.9,25.2,6.59,21.74,169,5.64,19.08,83.81,0
60,21.7,17.52,23.5,995.7,996.9,33.0,39.9,25.3,6.41,20.66,162,5.36,19.08,83.81,0
57,21.2,17.33,23.6,995.3,996.5,33.7,40.4,25.9,6.57,25.52,168,6.61,19.08,83.81,0
62,22.7,18.33,24.1,995.3,996.5,33.2,39.1,26.4,6.08,22.41,169,5.81,19.08,83.81,0
64,22.8,18.4,24.0,994.8,996.0,32.7,36.5,26.9,5.53,15.39,182,3.99,19.08,83.81,1
64,22.4,18.18,23.8,995.4,996.6,32.5,39.7,25.3,6.31,19.84,175,5.14,19.08,83.81,0
58,20.1,17.51,23.7,996.7,997.9,33.6,41.1,24.9,7.04,26.33,179,6.82,19.08,83.81,0
62,21.9,18.39,24.2,997.9,999.1,33.3,40.1,24.9,6.77,21.2,176,5.49,19.08,83.81,0
65,23.6,19.54,25.0,996.5,997.7,33.5,40.1,26.9,6.79,27.14,164,7.04,19.08,83.81,0
70,23.7,19.43,24.6,996.5,997.7,32.1,39.8,26.7,6.13,17.55,169,4.55,19.08,83.81,1
67,22.9,18.13,23.6,998.0,999.2,31.7,36.4,25.8,6.45,12.15,149,3.15,19.08,83.81,0
59,21.3,17.19,23.3,997.9,999.1,33.0,38.9,25.5,6.65,12.96,148,3.36,19.08,83.81,0
56,20.7,16.72,23.1,996.1,997.3,33.4,39.5,25.3,6.43,17.01,103,4.41,19.08,83.81,0
57,20.6,17.63,23.9,995.3,996.5,34.0,40.9,26.0,6.72,17.42,166,4.51,19.08,83.81,0
60,21.7,18.45,24.4,995.9,997.1,33.9,40.6,26.0,6.95,21.74,169,5.64,19.08,83.81,0
59,21.6,17.83,23.9,995.8,997.0,33.6,39.9,25.4,6.58,19.31,189,5.0,19.08,83.81,0
61,22.5,18.43,24.3,996.3,997.5,33.6,39.2,25.7,6.7,18.5,182,4.79,19.08,83.81,0
57,20.8,17.93,24.2,995.6,996.8,34.3,41.2,26.3,6.84,23.9,155,6.19,19.08,83.81,0
64,23.1,18.95,24.5,994.3,995.5,33.2,39.9,25.6,6.65,32.67,166,8.47,19.08,83.81,0
72,24.4,20.05,25.0,993.6,994.8,32.1,40.4,26.0,6.15,21.87,166,5.67,19.08,83.81,1
67,23.4,19.07,24.4,994.0,995.2,32.5,38.3,25.4,6.71,29.84,163,7.74,19.08,83.81,0
64,23.3,19.16,24.7,994.9,996.1,33.4,40.3,26.8,6.87,26.46,169,6.86,19.08,83.81,0
62,22.9,18.42,24.2,996.1,997.3,33.3,37.9,27.0,6.34,19.98,183,5.18,19.08,83.81,0
65,23.4,19.11,24.6,995.5,996.7,33.1,38.8,27.5,6.59,25.79,174,6.68,19.08,83.81,0
64,22.9,18.6,24.2,995.4,996.6,32.9,38.5,27.0,6.3,20.39,168,5.28,19.08,83.81,0
63,22.3,18.42,24.1,994.9,996.1,33.0,38.5,25.5,6.59,21.47,167,5.56,19.08,83.81,0
66,22.6,18.68,24.1,993.7,994.9,32.4,39.9,26.3,6.57,37.4,154,9.69,19.08,83.81,0
64,22.1,17.62,23.2,992.2,993.4,31.9,35.5,25.2,5.1,20.39,31,5.28,19.08,83.81,0
77,23.7,18.68,23.6,992.1,993.3,29.7,33.5,25.7,3.36,15.93,327,4.13,19.08,83.81,1
78,23.8,19.02,23.9,992.8,994.0,29.8,34.6,25.0,5.73,29.97,169,7.77,19.08,83.81,1
73,23.8,19.18,24.2,993.5,994.7,31.1,34.5,25.6,5.77,20.52,180,5.32,19.08,83.81,0
68,23.5,19.05,24.3,992.4,993.6,32.2,37.0,25.8,7.07,23.62,184,6.12,19.08,83.81,0
68,24.1,19.72,24.9,992.8,994.0,32.8,38.1,26.5,6.99,24.84,181,6.44,19.08,83.81,0
66,24.2,20.01,25.3,994.1,995.3,33.6,38.7,27.7,6.81,24.57,180,6.37,19.08,83.81,0
66,23.9,19.9,25.2,993.8,995.0,33.5,38.6,27.3,6.48,24.16,178,6.26,19.08,83.81,0
64,23.7,19.3,24.8,993.2,994.4,33.5,39.2,27.3,6.74,24.84,180,6.44,19.08,83.81,0
63,23.7,19.31,24.9,994.0,995.2,33.8,39.3,28.1,6.46,21.47,178,5.56,19.08,83.81,0
67,24.2,19.61,24.9,994.8,996.0,33.0,37.5,27.6,5.73,22.41,182,5.81,19.08,83.81,0
63,23.4,19.22,24.8,993.0,994.2,33.7,38.7,27.6,6.73,22.95,176,5.95,19.08,83.81,0
61,23.4,19.42,25.1,989.9,991.1,34.4,41.1,27.0,6.97,25.24,151,6.54,19.08,83.81,0
61,23.1,19.23,24.9,988.2,989.4,34.2,39.2,28.1,6.64,21.33,183,5.53,19.08,83.81,0
50,20.0,17.03,24.1,988.5,989.7,35.6,41.6,27.1,6.7,15.12,152,3.92,19.08,83.81,0
54,21.5,17.32,23.9,992.2,993.4,34.6,39.7,27.3,7.06,20.39,178,5.28,19.08,83.81,0
54,19.4,16.71,23.3,994.2,995.4,34.0,40.9,26.8,6.7,26.6,65,6.9,19.08,83.81,0
60,21.7,18.17,24.1,993.9,995.1,33.6,39.8,25.1,6.51,19.58,194,5.07,19.08,83.81,0
58,21.6,17.89,24.0,992.3,993.5,33.9,40.3,27.0,6.3,25.52,211,6.61,19.08,83.81,0
50,20.2,16.23,23.3,990.9,992.1,34.8,40.6,26.5,6.77,8.91,160,2.31,19.08,83.81,0
52,20.5,16.51,23.3,990.8,992.0,34.4,41.1,26.5,6.56,19.04,196,4.93,19.08,83.81,0
53,21.2,16.54,23.2,991.2,992.4,34.1,39.8,27.1,6.35,23.9,244,6.19,19.08,83.81,0
56,22.2,17.81,24.1,990.1,991.3,34.4,39.0,27.3,6.54,14.58,194,3.78,19.08,83.81,0
59,22.9,19.2,25.1,990.2,991.4,34.8,41.2,27.4,6.27,26.19,180,6.79,19.08,83.81,0
62,23.7,20.07,25.6,990.4,991.6,34.7,40.1,27.5,6.73,16.47,176,4.27,19.08,83.81,0
62,23.8,20.19,25.7,990.4,991.6,34.8,40.6,27.5,6.19,20.25,158,5.25,19.08,83.81,0
69,25.1,20.87,25.8,991.2,992.4,33.5,40.3,27.8,6.27,23.62,172,6.12,19.08,83.81,0
69,25.6,21.46,26.3,991.8,993.0,34.0,38.4,28.9,5.53,19.98,175,5.18,19.08,83.81,0
63,24.4,20.15,25.6,991.3,992.5,34.5,39.0,29.2,6.16,18.63,178,4.83,19.08,83.81,0
67,24.7,20.62,25.7,990.6,991.8,33.8,39.7,27.6,6.69,21.47,181,5.56,19.08,83.81,0
63,24.7,20.89,26.2,989.3,990.5,35.1,41.0,29.0,6.59,22.68,152,5.88,19.08,83.81,0
56,22.7,19.52,25.7,988.9,990.1,36.0,43.3,27.7,6.42,23.9,141,6.19,19.08,83.81,0
63,24.1,19.8,25.3,991.5,992.7,34.2,37.7,28.1,5.79,21.06,167,5.46,19.08,83.81,0
68,24.4,19.83,25.0,992.9,994.1,32.9,38.1,27.9,4.83,22.14,161,5.74,19.08,83.81,0
67,24.3,19.75,25.0,993.3,994.5,33.1,37.0,26.9,6.37,16.07,170,4.16,19.08,83.81,0
65,24.2,19.82,25.2,993.8,995.0,33.7,38.1,27.4,6.67,13.5,175,3.5,19.08,83.81,0
63,23.9,19.21,24.8,993.5,994.7,33.7,37.0,27.4,6.57,16.74,150,4.34,19.08,83.81,1
72,24.8,20.39,25.3,993.9,995.1,32.4,37.2,27.8,6.11,11.21,179,2.9,19.08,83.81,0
73,24.1,19.61,24.6,994.6,995.8,31.5,36.7,26.1,6.19,18.63,175,4.83,19.08,83.81,1
77,24.7,20.21,25.0,995.2,996.4,31.1,35.6,26.8,5.57,20.12,183,5.22,19.08,83.81,1
70,23.7,19.11,24.3,995.4,996.6,31.8,35.5,26.5,5.95,22.01,176,5.7,19.08,83.81,0
74,24.1,19.77,24.7,994.8,996.0,31.4,36.4,26.1,5.73,19.58,183,5.07,19.08,83.81,1
81,25.0,20.47,25.1,992.9,994.1,30.4,33.7,26.0,5.57,13.23,186,3.43,19.08,83.81,1
84,24.7,19.94,24.6,991.3,992.5,29.3,31.4,25.5,3.97,13.5,152,3.5,19.08,83.81,1
81,24.6,19.76,24.5,993.0,994.2,29.8,31.5,25.7,4.98,11.74,86,3.04,19.08,83.81,1
85,25.0,20.12,24.8,994.2,995.4,29.3,33.1,25.2,5.27,7.02,143,1.82,19.08,83.81,1
88,24.9,20.01,24.7,993.0,994.2,28.6,30.8,24.8,3.79,10.8,153,2.8,19.08,83.81,1
89,24.8,20.05,24.7,990.7,991.9,28.4,30.4,25.1,3.75,14.18,142,3.68,19.08,83.81,1
84,24.5,19.57,24.3,991.8,993.0,29.0,32.1,24.1,5.29,20.92,169,5.42,19.08,83.81,1
84,24.7,20.01,24.7,993.4,994.6,29.4,33.6,24.9,6.25,16.6,154,4.3,19.08,83.81,1
85,24.9,20.15,24.8,992.4,993.6,29.3,31.5,24.7,6.13,13.23,158,3.43,19.08,83.81,1
83,25.0,20.29,24.9,990.9,992.1,29.8,33.7,25.0,6.28,17.01,147,4.41,19.08,83.81,1
87,25.4,20.79,25.3,990.9,992.1,29.4,31.7,25.5,4.56,9.59,117,2.48,19.08,83.81,1
87,25.4,20.79,25.3,990.6,991.8,29.4,31.5,25.4,4.5,11.88,120,3.08,19.08,83.81,1
89,25.5,20.81,25.3,989.2,990.4,29.0,31.2,25.2,3.06,9.18,96,2.38,19.08,83.81,1
91,25.3,20.65,25.2,989.5,990.7,28.5,31.5,25.2,4.03,12.69,75,3.29,19.08,83.81,1
89,25.1,20.33,24.9,989.0,990.2,28.6,29.9,24.9,3.77,10.4,78,2.7,19.08,83.81,1
90,24.9,20.07,24.7,989.0,990.2,28.2,29.2,25.4,3.07,10.8,135,2.8,19.08,83.81,1
87,24.8,20.32,24.9,990.1,991.3,29.0,32.7,24.5,5.83,16.88,148,4.38,19.08,83.81,1
89,24.9,20.14,24.8,991.9,993.1,28.5,30.2,25.0,4.26,16.2,219,4.2,19.08,83.81,1
89,24.7,19.83,24.5,989.6,990.8,28.2,30.9,24.6,4.22,8.64,108,2.24,19.08,83.81,1
88,24.4,19.55,24.2,986.6,987.8,28.1,30.4,24.3,4.21,15.8,167,4.1,19.08,83.81,1
87,24.8,20.04,24.6,986.2,987.4,28.7,30.3,23.9,5.24,17.14,65,4.44,19.08,83.81,1
89,24.9,20.37,24.9,986.8,988.0,28.6,31.4,25.2,4.43,14.18,52,3.68,19.08,83.81,1
91,24.7,19.89,24.5,985.6,986.8,27.8,30.2,24.7,2.91,11.48,118,2.97,19.08,83.81,1
85,24.3,19.61,24.2,984.5,985.7,28.7,30.2,24.9,3.81,13.1,152,3.39,19.08,83.81,1
80,23.4,18.65,23.4,985.0,986.2,28.9,32.0,24.7,4.53,15.39,187,3.99,19.08,83.81,1
89,24.7,19.98,24.6,988.3,989.5,28.3,30.0,24.4,3.97,12.82,167,3.32,19.08,83.81,1
89,24.9,20.07,24.7,989.9,991.1,28.4,30.4,24.8,3.39,10.53,122,2.73,19.08,83.81,1
93,24.7,19.88,24.6,989.9,991.1,27.5,28.3,25.0,1.56,18.09,169,4.69,19.08,83.81,1
87,24.6,19.92,24.6,991.9,993.1,28.7,31.0,24.8,4.35,16.07,177,4.16,19.08,83.81,1
81,24.4,19.99,24.7,993.1,994.3,30.0,33.7,23.7,6.46,13.9,183,3.6,19.08,83.81,0
87,25.4,20.74,25.3,993.1,994.3,29.4,32.4,25.3,4.97,11.74,181,3.04,19.08,83.81,1
88,25.3,20.5,25.1,992.6,993.8,29.0,31.1,24.8,3.79,15.93,145,4.13,19.08,83.81,1
91,25.2,20.35,25.0,992.3,993.5,28.3,29.7,25.1,3.34,14.31,99,3.71,19.08,83.81,1
89,25.0,20.27,24.9,991.5,992.7,28.6,31.0,25.1,4.21,13.5,185,3.5,19.08,83.81,1
90,24.9,20.12,24.8,992.7,993.9,28.3,30.6,25.1,3.7,13.23,147,3.43,19.08,83.81,1
86,24.5,19.62,24.4,995.2,996.4,28.7,31.3,24.4,5.27,14.31,177,3.71,19.08,83.81,1
84,24.3,19.25,24.1,996.8,998.0,28.8,32.0,24.6,6.4,21.47,175,5.56,19.08,83.81,1
84,24.2,19.47,24.3,997.2,998.4,29.0,32.8,23.5,6.39,22.14,189,5.74,19.08,83.81,1
85,24.8,20.04,24.8,997.7,998.9,29.3,33.5,24.6,6.73,23.22,203,6.02,19.08,83.81,1
85,25.1,20.3,25.0,996.9,998.1,29.5,33.9,24.8,6.62,14.99,189,3.88,19.08,83.81,1
